time_stamp,group,sub_jap,sub_trad_en,sub_trad_sp
21:16.7,ai,この先生なら　殺意さえも受け止めてくれるって,this teacher would accept even murderous intent.,que este profesor incluso aceptaría la intención de matarlo.
21:21.2,ai,地球を爆破されるその前に　先生を殺します,"Before the Earth is destroyed, we'll kill Sensei.","Antes de que destruya la Tierra, mataremos al profesor."
21:27.4,ai,ならば　今　やってみなさい,Then try it now.,Entonces háganlo ahora.
21:29.4,ai,殺せた者から　今日は帰ってよし,Whoever succeeds in killing him may go home today.,Los que lo consigan pueden irse a casa hoy.
21:32.7,ai,んな簡単に…,It's not that easy…,No es tan fácil…
21:33.8,ai,殺せるわけねえだろ,There's no way we can kill him.,No hay forma de matarlo.
21:35.9,ai,僕らは　殺し屋,We're assassins.,Somos asesinos.
21:37.9,ai,ターゲットは　先生,The target is Sensei.,El objetivo es el profesor.
21:40.9,ai,ふきふき　ふきふき,"Wipe wipe, wipe wipe.","(Onomatopeya: frotar, frotar)"
21:42.6,ai,今　撃っても…,Even if you shoot now…,Aunque disparen ahora…
21:43.7,ai,表札と一緒に手入れされる…,you'll be groomed along with the nameplate…,serán arreglados junto con la placa de nombre…
21:46.0,ai,帰れねえ…,Can't go home…,No podemos volver a casa…
21:48.1,ai,殺せない先生か…,A teacher you can't kill…,¿Un profesor al que no se le puede matar…?
21:50.8,ai,殺せない…　ころ…,Can't kill… die…,Imposible de matar…
21:54.2,ai,殺せんせーは,Koro-sensei is—,¡Koro-sensei es…!
21:56.3,ai,殺せんせー,Koro-sensei.,¡Koro-sensei!
21:59.8,ai,殺せんせーと　僕らの暗殺教室,Koro-sensei and our Assassination Classroom.,Y así es nuestra clase de asesinato.
22:05.0,ai,始業のベルは　明日も鳴る,The starting bell will ring again tomorrow.,La campana sonará mañana también.
